50,10,0.001,2.5289133174675793E-5
50,10,0.002,6.886635393399328E-5
50,10,0.003,1.3812667915649325E-4
50,10,0.004,1.9770306826982672E-4
50,10,0.005,2.7553067830764986E-4
50,10,0.006,3.9100006908184524E-4
50,10,0.007,5.200518738105701E-4
50,10,0.008,6.154647306737409E-4
50,10,0.009,8.40202976593433E-4
50,10,0.01,9.292830537399423E-4
50,20,0.001,2.10481218441722E-5
50,20,0.002,5.089021812060465E-5
50,20,0.003,1.0970149731319496E-4
50,20,0.004,1.876495756139318E-4
50,20,0.005,2.9641031983096205E-4
50,20,0.006,4.075076699926366E-4
50,20,0.007,5.196230042801284E-4
50,20,0.008,6.417863312775682E-4
50,20,0.009,8.168295033684789E-4
50,20,0.01,9.682709957604259E-4
50,30,0.001,1.6595379028741837E-5
50,30,0.002,5.5218870150900416E-5
50,30,0.003,1.1419665934857125E-4
50,30,0.004,1.8621781397436835E-4
50,30,0.005,2.8567184740096356E-4
50,30,0.006,3.857846248913179E-4
50,30,0.007,5.176246661133241E-4
50,30,0.008,6.203847922541646E-4
50,30,0.009,7.7764345905181E-4
50,30,0.01,9.332248248295906E-4
50,40,0.001,1.6523913297022313E-5
50,40,0.002,5.380582797899715E-5
50,40,0.003,1.1163110613309284E-4
50,40,0.004,1.9303919735488514E-4
50,40,0.005,2.7575544250538285E-4
50,40,0.006,3.6571165410043073E-4
50,40,0.007,4.815429230977963E-4
50,40,0.008,6.071229720920598E-4
50,40,0.009,7.311857593105895E-4
50,40,0.01,8.799620113929566E-4
50,50,0.001,1.588004636319476E-5
50,50,0.002,5.844366837189625E-5
50,50,0.003,1.1228009153424325E-4
50,50,0.004,1.8325012691759667E-4
50,50,0.005,2.567232837903993E-4
50,50,0.006,3.5091632201103757E-4
50,50,0.007,4.5432149089407673E-4
50,50,0.008,5.703234269051216E-4
50,50,0.009,7.013132204127414E-4
50,50,0.01,8.431614287721854E-4
100,10,0.001,9.522143572824807E-6
100,10,0.002,3.36323165282997E-5
100,10,0.003,7.597714363886965E-5
100,10,0.004,1.399534566960609E-4
100,10,0.005,2.1333686529332026E-4
100,10,0.006,3.088153892605495E-4
100,10,0.007,4.395318598015078E-4
100,10,0.008,5.704039859706747E-4
100,10,0.009,7.026083955046594E-4
100,10,0.01,8.628993530202532E-4
100,20,0.001,1.0089571477217615E-5
100,20,0.002,3.9621483482096846E-5
100,20,0.003,9.3005356139786E-5
100,20,0.004,1.7419847886910109E-4
100,20,0.005,2.685722071035267E-4
100,20,0.006,3.817881195520291E-4
100,20,0.007,5.038762877671419E-4
100,20,0.008,6.446731541981364E-4
100,20,0.009,8.055405220201106E-4
100,20,0.01,9.601187328222588E-4
100,30,0.001,1.0811045128412395E-5
100,30,0.002,4.916046529000176E-5
100,30,0.003,1.0677737089377268E-4
100,30,0.004,1.8284197754020148E-4
100,30,0.005,2.808018314924635E-4
100,30,0.006,3.866586759003449E-4
100,30,0.007,5.025373418803498E-4
100,30,0.008,6.339676269956838E-4
100,30,0.009,7.761294616050808E-4
100,30,0.01,9.272593104173207E-4
100,40,0.001,1.1027618931604403E-5
100,40,0.002,4.830582297411227E-5
100,40,0.003,1.0719952022628492E-4
100,40,0.004,1.8551141034655642E-4
100,40,0.005,2.6912594150317403E-4
100,40,0.006,3.6969078122630077E-4
100,40,0.007,4.8009760138839044E-4
100,40,0.008,6.014028034314496E-4
100,40,0.009,7.355569020493602E-4
100,40,0.01,8.739459322283955E-4
100,50,0.001,1.247299333886696E-5
100,50,0.002,5.236523534581169E-5
100,50,0.003,1.0891846572424354E-4
100,50,0.004,1.7838469182426806E-4
100,50,0.005,2.620610561259479E-4
100,50,0.006,3.4972996305267825E-4
100,50,0.007,4.5374569278544297E-4
100,50,0.008,5.714856360043316E-4
100,50,0.009,7.049390283415718E-4
100,50,0.01,8.451156407355313E-4
150,10,0.001,9.389962673850023E-6
150,10,0.002,3.507687077574443E-5
150,10,0.003,7.715348895762752E-5
150,10,0.004,1.3002115103498283E-4
150,10,0.005,2.1761655078004132E-4
150,10,0.006,3.1105451180173804E-4
150,10,0.007,4.412692307506127E-4
150,10,0.008,5.576332303696983E-4
150,10,0.009,7.32870463508221E-4
150,10,0.01,8.712948804268905E-4
150,20,0.001,9.839321865963302E-6
150,20,0.002,3.894728328060902E-5
150,20,0.003,9.567832907799183E-5
150,20,0.004,1.741906103443107E-4
150,20,0.005,2.725778409620275E-4
150,20,0.006,3.8459613185908486E-4
150,20,0.007,5.093363618538234E-4
150,20,0.008,6.54677846787776E-4
150,20,0.009,8.192363608992298E-4
150,20,0.01,9.73983672465492E-4
150,30,0.001,1.0935022314934722E-5
150,30,0.002,4.6560394304578525E-5
150,30,0.003,1.0852635906637116E-4
150,30,0.004,1.854826599141808E-4
150,30,0.005,2.869595262412706E-4
150,30,0.006,3.9187421885752993E-4
150,30,0.007,5.146947286093342E-4
150,30,0.008,6.350003169932592E-4
150,30,0.009,7.7525131360233E-4
150,30,0.01,9.260566405282966E-4
150,40,0.001,1.1880488210677597E-5
150,40,0.002,4.8991247742555114E-5
150,40,0.003,1.1271494336125763E-4
150,40,0.004,1.8457300173215538E-4
150,40,0.005,2.732585260304639E-4
150,40,0.006,3.721977233042157E-4
150,40,0.007,4.846644716175962E-4
150,40,0.008,6.045993386563662E-4
150,40,0.009,7.351673197588028E-4
150,40,0.01,8.834463942175597E-4
150,50,0.001,1.2806500631538372E-5
150,50,0.002,5.38135428407588E-5
150,50,0.003,1.1055787113807297E-4
150,50,0.004,1.8063598514006187E-4
150,50,0.005,2.602897093773671E-4
150,50,0.006,3.533738301590182E-4
150,50,0.007,4.575102302890885E-4
150,50,0.008,5.72511242343232E-4
150,50,0.009,7.033366666095636E-4
150,50,0.01,8.476655005302577E-4
200,10,0.001,8.822749300545616E-6
200,10,0.002,3.111840212678141E-5
200,10,0.003,7.176770954723777E-5
200,10,0.004,1.314214835431155E-4
200,10,0.005,2.1899767431286953E-4
200,10,0.006,3.17398626579604E-4
200,10,0.007,4.329892592035607E-4
200,10,0.008,5.749704764615154E-4
200,10,0.009,7.291254484812095E-4
200,10,0.01,8.994018048814612E-4
200,20,0.001,8.393811251640347E-6
200,20,0.002,3.9229271461595776E-5
200,20,0.003,9.579286346298131E-5
200,20,0.004,1.7443385970959788E-4
200,20,0.005,2.6699447874178883E-4
200,20,0.006,3.8727805450049864E-4
200,20,0.007,5.301115565277472E-4
200,20,0.008,6.58287335284964E-4
200,20,0.009,8.16748300635364E-4
200,20,0.01,9.859037802190925E-4
200,30,0.001,1.0070282149827843E-5
200,30,0.002,4.7467738644837486E-5
200,30,0.003,1.0431753712878365E-4
200,30,0.004,1.8950349565529905E-4
200,30,0.005,2.7838733199510947E-4
200,30,0.006,3.9262602215025497E-4
200,30,0.007,5.087700635642456E-4
200,30,0.008,6.432282926091148E-4
200,30,0.009,7.840799999796617E-4
200,30,0.01,9.362291226830384E-4
200,40,0.001,1.1836721910270117E-5
200,40,0.002,5.006520617765827E-5
200,40,0.003,1.124140970996728E-4
200,40,0.004,1.8772122806302838E-4
200,40,0.005,2.753488867920239E-4
200,40,0.006,3.7448844533192246E-4
200,40,0.007,4.8479885735462874E-4
200,40,0.008,6.047053393719981E-4
200,40,0.009,7.36188228957775E-4
200,40,0.01,8.836234768657848E-4
200,50,0.001,1.285514737279222E-5
200,50,0.002,5.140221759818174E-5
200,50,0.003,1.1064031240425092E-4
200,50,0.004,1.8267178286106287E-4
200,50,0.005,2.619158417839912E-4
200,50,0.006,3.520700366399013E-4
200,50,0.007,4.588173077897502E-4
200,50,0.008,5.77315905449641E-4
200,50,0.009,7.044350284151264E-4
200,50,0.01,8.487241006173939E-4
250,10,0.001,8.231782838893163E-6
250,10,0.002,3.0454848748627492E-5
250,10,0.003,6.84446488810382E-5
250,10,0.004,1.2965314534373192E-4
250,10,0.005,2.1464692564529496E-4
250,10,0.006,3.3779186671868103E-4
250,10,0.007,4.3876212107573856E-4
250,10,0.008,5.641884756299202E-4
250,10,0.009,7.298623294721272E-4
250,10,0.01,8.940551270148612E-4
250,20,0.001,8.444756314483081E-6
250,20,0.002,4.016143248664079E-5
250,20,0.003,9.453409881928781E-5
250,20,0.004,1.728144152176718E-4
250,20,0.005,2.7428758902449336E-4
250,20,0.006,3.833685671358585E-4
250,20,0.007,5.22643808011816E-4
250,20,0.008,6.644712098746505E-4
250,20,0.009,8.226526340399012E-4
250,20,0.01,9.802100638181405E-4
250,30,0.001,9.987937451971894E-6
250,30,0.002,4.4229936657803185E-5
250,30,0.003,1.074452074707991E-4
250,30,0.004,1.832787016693937E-4
250,30,0.005,2.806172642321145E-4
250,30,0.006,3.890178571366133E-4
250,30,0.007,5.096322384647908E-4
250,30,0.008,6.442778276363494E-4
250,30,0.009,7.822929769202216E-4
250,30,0.01,9.359193316340189E-4
250,40,0.001,1.0744744177843804E-5
250,40,0.002,5.2345753201757584E-5
250,40,0.003,1.089229626596018E-4
250,40,0.004,1.8691461052827346E-4
250,40,0.005,2.7634614664470887E-4
250,40,0.006,3.747923366376225E-4
250,40,0.007,4.8505606479941755E-4
250,40,0.008,6.038630653287196E-4
250,40,0.009,7.371270035030507E-4
250,40,0.01,8.857544431887066E-4
250,50,0.001,1.2483094630351133E-5
250,50,0.002,5.263857678504581E-5
250,50,0.003,1.094393601532295E-4
250,50,0.004,1.8268915234055154E-4
250,50,0.005,2.642975717234215E-4
250,50,0.006,3.5450856948234357E-4
250,50,0.007,4.593415744022089E-4
250,50,0.008,5.751215910069719E-4
250,50,0.009,7.05778803547669E-4
250,50,0.01,8.49686152223425E-4
300,10,0.001,7.896880276444867E-6
300,10,0.002,3.0170565717909764E-5
300,10,0.003,6.576859896162524E-5
300,10,0.004,1.2993505153648132E-4
300,10,0.005,2.1097019277752798E-4
300,10,0.006,3.1807008660730786E-4
300,10,0.007,4.258925485554933E-4
300,10,0.008,5.778425070937443E-4
300,10,0.009,7.294241143207457E-4
300,10,0.01,8.97375031613991E-4
300,20,0.001,8.480322971170467E-6
300,20,0.002,3.931129423544721E-5
300,20,0.003,9.529931134398775E-5
300,20,0.004,1.7164214195257646E-4
300,20,0.005,2.722261274129738E-4
300,20,0.006,3.828838167528633E-4
300,20,0.007,5.229775025696974E-4
300,20,0.008,6.655596118365948E-4
300,20,0.009,8.180548103996593E-4
300,20,0.01,9.874149796643146E-4
300,30,0.001,9.785931266867302E-6
300,30,0.002,4.652051424877136E-5
300,30,0.003,1.057394204642023E-4
300,30,0.004,1.8786095582248982E-4
300,30,0.005,2.8559251793334724E-4
300,30,0.006,3.9423016978851314E-4
300,30,0.007,5.131711428190383E-4
300,30,0.008,6.41098664492123E-4
300,30,0.009,7.842015292989691E-4
300,30,0.01,9.369630880646559E-4
300,40,0.001,1.0654206303652208E-5
300,40,0.002,5.0408692629906015E-5
300,40,0.003,1.0964478460693122E-4
300,40,0.004,1.8718297997290402E-4
300,40,0.005,2.7621280254705915E-4
300,40,0.006,3.745250885590342E-4
300,40,0.007,4.862323480105795E-4
300,40,0.008,6.057332961616447E-4
300,40,0.009,7.387951806267408E-4
300,40,0.01,8.84906338926832E-4
300,50,0.001,1.2047864539241859E-5
300,50,0.002,5.1116011781423733E-5
300,50,0.003,1.1217894731098398E-4
300,50,0.004,1.825034272884258E-4
300,50,0.005,2.6411111403562646E-4
300,50,0.006,3.564967110449074E-4
300,50,0.007,4.5925237632593027E-4
300,50,0.008,5.761595194738337E-4
300,50,0.009,7.056878547478233E-4
300,50,0.01,8.490168603240047E-4
350,10,0.001,7.889002789139545E-6
350,10,0.002,2.830758165643038E-5
350,10,0.003,6.923613247805403E-5
350,10,0.004,1.2963507408476912E-4
350,10,0.005,2.1081510318227305E-4
350,10,0.006,3.1590011787481536E-4
350,10,0.007,4.331843674027872E-4
350,10,0.008,5.747879257554618E-4
350,10,0.009,7.223291998438233E-4
350,10,0.01,8.977433705863452E-4
350,20,0.001,8.272434811157236E-6
350,20,0.002,3.6629560252609047E-5
350,20,0.003,9.631832687292418E-5
350,20,0.004,1.7526804225919133E-4
350,20,0.005,2.7175706362033266E-4
350,20,0.006,3.8775738364042E-4
350,20,0.007,5.166022587470447E-4
350,20,0.008,6.715350703659428E-4
350,20,0.009,8.296614703337619E-4
350,20,0.01,9.920289652225376E-4
350,30,0.001,9.93310706008509E-6
350,30,0.002,4.6589237556655666E-5
350,30,0.003,1.0534194055481972E-4
350,30,0.004,1.8611273514822086E-4
350,30,0.005,2.7965037760630386E-4
350,30,0.006,3.9328860718653547E-4
350,30,0.007,5.122892986574853E-4
350,30,0.008,6.427219832717423E-4
350,30,0.009,7.884866231513831E-4
350,30,0.01,9.388088883289122E-4
350,40,0.001,1.168849433932953E-5
350,40,0.002,4.897677523859734E-5
350,40,0.003,1.0929284482886105E-4
350,40,0.004,1.8554556424500262E-4
350,40,0.005,2.7782484094604986E-4
350,40,0.006,3.7673786459594815E-4
350,40,0.007,4.847181984556774E-4
350,40,0.008,6.036409717652445E-4
350,40,0.009,7.405143183754793E-4
350,40,0.01,8.848842446821998E-4
350,50,0.001,1.2244394296490738E-5
350,50,0.002,5.067800552385832E-5
350,50,0.003,1.1160256608261604E-4
350,50,0.004,1.8095304184618936E-4
350,50,0.005,2.629670413201679E-4
350,50,0.006,3.5610123701846773E-4
350,50,0.007,4.5844231698246993E-4
350,50,0.008,5.754393502938409E-4
350,50,0.009,7.074171448051642E-4
350,50,0.01,8.493548720100448E-4
400,10,0.001,7.578712230871816E-6
400,10,0.002,2.930173233269904E-5
400,10,0.003,6.674213560442262E-5
400,10,0.004,1.2408423575896026E-4
400,10,0.005,2.077269893288823E-4
400,10,0.006,3.059526825148919E-4
400,10,0.007,4.317064065643342E-4
400,10,0.008,5.68863407054868E-4
400,10,0.009,7.354383765485046E-4
400,10,0.01,9.004964178974339E-4
400,20,0.001,8.317700014551731E-6
400,20,0.002,4.050845331515034E-5
400,20,0.003,9.369568685513195E-5
400,20,0.004,1.6964314873634337E-4
400,20,0.005,2.6983703082570406E-4
400,20,0.006,3.9146880446622135E-4
400,20,0.007,5.18634791047428E-4
400,20,0.008,6.58244451557351E-4
400,20,0.009,8.288091403022173E-4
400,20,0.01,9.994480065202119E-4
400,30,0.001,9.591124329340182E-6
400,30,0.002,4.49290917898527E-5
400,30,0.003,1.0708771476660478E-4
400,30,0.004,1.8826900115103703E-4
400,30,0.005,2.82180217383698E-4
400,30,0.006,3.9414797002051E-4
400,30,0.007,5.176768305098832E-4
400,30,0.008,6.432042510195848E-4
400,30,0.009,7.843165375980523E-4
400,30,0.01,9.403017036465856E-4
400,40,0.001,1.1122093370471717E-5
400,40,0.002,4.915607763986761E-5
400,40,0.003,1.0910116494377828E-4
400,40,0.004,1.8622376238450718E-4
400,40,0.005,2.753751259311627E-4
400,40,0.006,3.752985898899064E-4
400,40,0.007,4.8468223324691154E-4
400,40,0.008,6.062804177017472E-4
400,40,0.009,7.36932509631522E-4
400,40,0.01,8.861735181551812E-4
400,50,0.001,1.1935639639627875E-5
400,50,0.002,5.084798591296552E-5
400,50,0.003,1.0895763657824119E-4
400,50,0.004,1.8137111851050295E-4
400,50,0.005,2.6288075179693276E-4
400,50,0.006,3.553942340652676E-4
400,50,0.007,4.603509163126145E-4
400,50,0.008,5.774983295871199E-4
400,50,0.009,7.055418844075147E-4
400,50,0.01,8.506798238977205E-4
450,10,0.001,8.309941940792712E-6
450,10,0.002,3.0382209104041497E-5
450,10,0.003,6.701973832437943E-5
450,10,0.004,1.2458066058416918E-4
450,10,0.005,2.1325248524413576E-4
450,10,0.006,3.146746058009753E-4
450,10,0.007,4.3038724732643224E-4
450,10,0.008,5.683833855504979E-4
450,10,0.009,7.270000188141959E-4
450,10,0.01,9.060038802759518E-4
450,20,0.001,8.238721159545891E-6
450,20,0.002,3.7777979223325E-5
450,20,0.003,9.355148379417167E-5
450,20,0.004,1.704921412553023E-4
450,20,0.005,2.698519782305967E-4
450,20,0.006,3.9153820227892075E-4
450,20,0.007,5.247982466552238E-4
450,20,0.008,6.56721666972555E-4
450,20,0.009,8.175600836894237E-4
450,20,0.01,9.920203048699604E-4
450,30,0.001,9.254549469934243E-6
450,30,0.002,4.657905007704507E-5
450,30,0.003,1.0622587497683019E-4
450,30,0.004,1.852193858062363E-4
450,30,0.005,2.8598290420445393E-4
450,30,0.006,3.921787905471614E-4
450,30,0.007,5.1712130441301E-4
450,30,0.008,6.470343981327518E-4
450,30,0.009,7.842272753405554E-4
450,30,0.01,9.384694503193184E-4
450,40,0.001,1.0792092048011633E-5
450,40,0.002,5.079977548088217E-5
450,40,0.003,1.08216911165489E-4
450,40,0.004,1.8721891755077785E-4
450,40,0.005,2.783234091897155E-4
450,40,0.006,3.760149909427873E-4
450,40,0.007,4.8492977719247335E-4
450,40,0.008,6.063793349372709E-4
450,40,0.009,7.391612686739171E-4
450,40,0.01,8.844941478053439E-4
450,50,0.001,1.1908901424233751E-5
450,50,0.002,5.109020633821232E-5
450,50,0.003,1.109728494178657E-4
450,50,0.004,1.8208812293098482E-4
450,50,0.005,2.614733555946797E-4
450,50,0.006,3.562914586163101E-4
450,50,0.007,4.602468621648211E-4
450,50,0.008,5.767690299135531E-4
450,50,0.009,7.062069445994898E-4
450,50,0.01,8.47394149685887E-4
500,10,0.001,7.109430287318031E-6
500,10,0.002,2.930983815634154E-5
500,10,0.003,6.904263387256378E-5
500,10,0.004,1.26395092452155E-4
500,10,0.005,2.0751181618320358E-4
500,10,0.006,3.0546693747385886E-4
500,10,0.007,4.310951965982815E-4
500,10,0.008,5.693341504125343E-4
500,10,0.009,7.201285223070155E-4
500,10,0.01,8.953880613055764E-4
500,20,0.001,8.148102814452612E-6
500,20,0.002,3.6915859566857153E-5
500,20,0.003,9.181200226883316E-5
500,20,0.004,1.7308681630851073E-4
500,20,0.005,2.7236207107493864E-4
500,20,0.006,3.8662735176474283E-4
500,20,0.007,5.215607262162637E-4
500,20,0.008,6.624433760757128E-4
500,20,0.009,8.306346438590841E-4
500,20,0.01,9.913153370782924E-4
500,30,0.001,9.613098469084804E-6
500,30,0.002,4.540706771838211E-5
500,30,0.003,1.0647466643555637E-4
500,30,0.004,1.8666021167880304E-4
500,30,0.005,2.8218458904304583E-4
500,30,0.006,3.9427624348929534E-4
500,30,0.007,5.145233942643679E-4
500,30,0.008,6.444600411739372E-4
500,30,0.009,7.867002014897769E-4
500,30,0.01,9.384231533539985E-4
500,40,0.001,1.0992028028079514E-5
500,40,0.002,5.044251495067166E-5
500,40,0.003,1.1070868630630521E-4
500,40,0.004,1.8821256429005887E-4
500,40,0.005,2.734150505683255E-4
500,40,0.006,3.7547971562012014E-4
500,40,0.007,4.8344059629098194E-4
500,40,0.008,6.066437400832932E-4
500,40,0.009,7.387432492763299E-4
500,40,0.01,8.855156897231131E-4
500,50,0.001,1.1842062996245635E-5
500,50,0.002,5.1632048226191943E-5
500,50,0.003,1.1000595392546474E-4
500,50,0.004,1.8210777139882978E-4
500,50,0.005,2.6219875619798764E-4
500,50,0.006,3.5631359851738596E-4
500,50,0.007,4.5936874894061117E-4
500,50,0.008,5.756620872820434E-4
500,50,0.009,7.0756246174415E-4
500,50,0.01,8.492927361333598E-4
